,index,user,group,task,phase,time,type,sourcePath,targetPath,sourceRange,targetRange,time_dup
267,328,energy,control,3,0,2023-02-01 20:03:38.756756,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/_utils/device_info.dart (cheddar),24:31-24:39,7:6-7:14,2023-02-01T20:03:38.756756
269,329,energy,control,3,0,2023-02-01 20:03:56.613980,mark,,code/lib/_utils/device_info.dart (cheddar),,20:2-20:53,2023-02-01T20:03:56.613980
270,330,energy,control,3,0,2023-02-01 20:03:58.989850,mark,,code/lib/_utils/device_info.dart (cheddar),,16:2-16:29,2023-02-01T20:03:58.989850
271,331,energy,control,3,0,2023-02-01 20:04:01.995631,mark,,code/lib/_utils/device_info.dart (cheddar),,18:2-18:49,2023-02-01T20:04:01.995631
272,332,energy,control,3,0,2023-02-01 20:04:05.145781,tree,,code/lib/main.dart (airmail),,,2023-02-01T20:04:05.145781
274,333,energy,control,3,0,2023-02-01 20:04:07.500372,define,code/lib/main.dart (airmail),code/lib/services/firebase/firebase_service.dart (sponge),32:47-32:53,26:25-26:31,2023-02-01T20:04:07.500372
276,334,energy,control,3,1,2023-02-01 20:04:58.593401,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service.dart (sponge),26:9-26:24,44:15-44:30,2023-02-01T20:04:58.593401
277,335,energy,control,3,1,2023-02-01 20:05:41.837595,reference,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service.dart (sponge),259:17-259:23,153:11-153:17,2023-02-01T20:05:41.837595
278,336,energy,control,3,1,2023-02-01 20:05:57.762844,tree,,code/lib/main.dart (airmail),,,2023-02-01T20:05:57.762844
280,337,energy,control,3,1,2023-02-01 20:06:00.101274,define,code/lib/main.dart (airmail),code/lib/services/firebase/firebase_service.dart (sponge),32:47-32:53,26:25-26:31,2023-02-01T20:06:00.101274
282,338,energy,control,3,1,2023-02-01 20:06:04.324208,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),28:10-28:31,9:6-9:27,2023-02-01T20:06:04.324208
284,339,energy,control,3,1,2023-02-01 20:06:31.536770,reference,code/lib/services/firebase/firebase_service_native.dart (gusty),code/lib/services/firebase/firebase_service_native.dart (gusty),75:17-75:23,75:17-75:23,2023-02-01T20:06:31.536770
285,340,energy,control,3,1,2023-02-01 20:06:44.369434,reference,code/lib/services/firebase/firebase_service_native.dart (gusty),code/lib/services/firebase/firebase_service.dart (sponge),75:17-75:23,153:11-153:17,2023-02-01T20:06:44.369434
287,341,energy,control,3,1,2023-02-01 20:07:08.422098,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service_native.dart (gusty),28:10-28:31,9:6-9:27,2023-02-01T20:07:08.422098
289,342,energy,control,3,1,2023-02-01 20:07:29.335320,tree,,code/lib/main.dart (airmail),,,2023-02-01T20:07:29.335320
291,343,energy,control,3,1,2023-02-01 20:07:31.488535,define,code/lib/main.dart (airmail),code/lib/services/firebase/firebase_service.dart (sponge),32:47-32:53,26:25-26:31,2023-02-01T20:07:31.488535
293,344,energy,control,3,1,2023-02-01 20:08:14.275438,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service.dart (sponge),77:11-77:17,259:17-259:23,2023-02-01T20:08:14.275438
294,345,energy,control,3,1,2023-02-01 20:08:53.408106,define,code/lib/services/firebase/firebase_service.dart (sponge),code/lib/services/firebase/firebase_service_native.dart (gusty),28:10-28:31,9:6-9:27,2023-02-01T20:08:53.408106
296,346,energy,control,3,1,2023-02-01 20:09:41.103595,tree,,code/lib/services/firebase/firebase_service.dart (sponge),,,2023-02-01T20:09:41.103595
298,347,energy,control,3,1,2023-02-01 20:09:42.046274,tree,,code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),,,2023-02-01T20:09:42.046274
300,348,energy,control,3,1,2023-02-01 20:09:43.184991,tree,,code/lib/services/firebase/firebase_service_native.dart (gusty),,,2023-02-01T20:09:43.184991
302,349,energy,control,3,1,2023-02-01 20:09:48.553043,tree,,code/lib/services/firebase/firebase_service_firedart.dart (marble),,,2023-02-01T20:09:48.553043
304,350,energy,control,3,1,2023-02-01 20:10:37.342615,mark,,code/lib/services/firebase/firebase_service_firedart.dart (marble),,101:2-114:3,2023-02-01T20:10:37.342615
305,351,energy,control,3,1,2023-02-01 20:10:44.726889,define,code/lib/services/firebase/firebase_service_firedart.dart (marble),code/lib/services/firebase/firebase_service_firedart.dart (marble),107:12-107:21,15:16-15:25,2023-02-01T20:10:44.726889
306,352,energy,control,3,1,2023-02-01 20:10:55.855170,mark,,code/lib/services/firebase/firebase_service_firedart.dart (marble),,15:2-15:48,2023-02-01T20:10:55.855170
307,353,energy,control,3,1,2023-02-01 20:11:24.735494,tree,,code/lib/services/firebase/firebase_service.dart (sponge),,,2023-02-01T20:11:24.735494
309,354,energy,control,3,1,2023-02-01 20:11:26.907054,tree,,code/lib/services/firebase/firebase_service_native.dart (gusty),,,2023-02-01T20:11:26.907054
311,355,energy,control,3,1,2023-02-01 20:11:35.626973,mark,,code/lib/services/firebase/firebase_service_native.dart (gusty),,10:2-10:64,2023-02-01T20:11:35.626973
312,356,energy,control,3,1,2023-02-01 20:11:42.045479,mark,,code/lib/services/firebase/firebase_service_native.dart (gusty),,74:2-87:3,2023-02-01T20:11:42.045479
2,358,valley,control,1,0,2023-01-31 14:11:38.915539,tree,,code/lib/main.dart (airmail),,,2023-01-31T14:11:38.915539
4,80,valley,control,1,0,2023-01-31 14:11:52.406909,UI,,/models/books_model.dart,,,2023-01-31T14:11:52.406909
5,359,valley,control,1,0,2023-01-31 14:12:26.209697,tree,,code/lib/views/home_page/book_cover/book_cover.dart (NO_NODE_YET),,,2023-01-31T14:12:26.209697
7,360,valley,control,1,0,2023-01-31 14:13:02.130076,tree,,code/lib/views/home_page/book_cover/book_cover_large.dart (NO_NODE_YET),,,2023-01-31T14:13:02.130076
9,361,valley,control,1,0,2023-01-31 14:13:14.584823,tree,,code/lib/views/home_page/home_page.dart (NO_NODE_YET),,,2023-01-31T14:13:14.584823
11,362,valley,control,1,0,2023-01-31 14:13:49.397472,define,code/lib/views/home_page/home_page.dart (silicon),code/lib/views/home_page/covers_flow_list.dart (NO_NODE_YET),50:28-50:42,15:8-15:22,2023-01-31T14:13:49.397472
13,363,valley,control,1,0,2023-01-31 14:15:36.122940,tree,,code/lib/views/home_page/home_page.dart (silicon),,,2023-01-31T14:15:36.122940
15,364,valley,control,1,0,2023-01-31 14:15:54.966531,tree,,code/lib/views/home_page/book_cover/book_cover_large.dart (bergamot),,,2023-01-31T14:15:54.966531
17,365,valley,control,1,0,2023-01-31 14:16:29.990297,define,code/lib/views/home_page/book_cover/book_cover_large.dart (bergamot),code/lib/styled_widgets/buttons/styled_share_btn.dart (NO_NODE_YET),84:20-84:35,9:8-9:23,2023-01-31T14:16:29.990297
19,366,valley,control,1,0,2023-01-31 14:16:51.493858,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),,19:0-23:5,2023-01-31T14:16:51.493858
20,367,valley,control,1,0,2023-01-31 14:16:59.910663,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),code/lib/commands/app/copy_share_link_command.dart (NO_NODE_YET),22:6-22:26,10:6-10:26,2023-01-31T14:16:59.910663
22,368,valley,control,1,0,2023-01-31 14:17:09.099431,mark,,code/lib/commands/app/copy_share_link_command.dart (mangrove),,10:0-34:2,2023-01-31T14:17:09.099431
23,89,valley,control,1,0,2023-01-31 14:17:15.875560,UI,,/styled_widgets/buttons/styled_share_btn.dart,,,2023-01-31T14:17:15.875560
24,369,valley,control,1,0,2023-01-31 14:17:28.168323,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),,36:13-36:45,2023-01-31T14:17:28.168323
25,370,valley,control,1,0,2023-01-31 14:17:29.503629,unmark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),,36:13-36:45,2023-01-31T14:17:29.503629
26,371,valley,control,1,0,2023-01-31 14:17:31.778194,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),,36:0-36:45,2023-01-31T14:17:31.778194
27,372,valley,control,1,0,2023-01-31 14:17:50.573897,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (grapple),code/lib/commands/app/copy_share_link_command.dart (mangrove),22:29-22:32,14:15-14:18,2023-01-31T14:17:50.573897
29,373,valley,control,1,1,2023-01-31 14:18:25.433134,mark,,code/lib/commands/app/copy_share_link_command.dart (mangrove),,18:0-18:42,2023-01-31T14:18:25.433134
30,374,valley,control,1,1,2023-01-31 14:18:43.930956,define,code/lib/commands/app/copy_share_link_command.dart (mangrove),code/lib/models/app_model.dart (NO_NODE_YET),18:25-18:41,69:14-69:30,2023-01-31T14:18:43.930956
32,375,valley,control,1,1,2023-01-31 14:18:55.820283,mark,,code/lib/models/app_model.dart (continuous),,69:0-69:53,2023-01-31T14:18:55.820283
33,376,valley,control,1,1,2023-01-31 14:19:04.266454,define,code/lib/models/app_model.dart (continuous),code/lib/data/app_user.dart (NO_NODE_YET),61:2-61:9,8:6-8:13,2023-01-31T14:19:04.266454
35,377,valley,control,1,1,2023-01-31 14:19:12.465873,mark,,code/lib/data/app_user.dart (visor),,14:0-14:26,2023-01-31T14:19:12.465873
36,378,valley,control,1,1,2023-01-31 14:19:22.434746,define,code/lib/data/app_user.dart (visor),code/lib/data/app_user.dart (visor),8:6-8:13,8:6-8:13,2023-01-31T14:19:22.434746
37,93,valley,control,1,1,2023-01-31 14:19:48.703695,UI,,/models/app_model.dart,,,2023-01-31T14:19:48.703695
38,379,valley,control,2,0,2023-01-31 14:21:05.794131,tree,,code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (NO_NODE_YET),,,2023-01-31T14:21:05.794131
40,380,valley,control,2,0,2023-01-31 14:22:09.843650,tree,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (NO_NODE_YET),,,2023-01-31T14:22:09.843650
42,381,valley,control,2,0,2023-01-31 14:22:36.452331,tree,,code/lib/data/book_data.dart (NO_NODE_YET),,,2023-01-31T14:22:36.452331
44,382,valley,control,2,0,2023-01-31 14:22:52.067258,tree,,code/lib/views/editor_page/editor_page.dart (NO_NODE_YET),,,2023-01-31T14:22:52.067258
46,383,valley,control,2,0,2023-01-31 14:23:06.256561,tree,,code/lib/views/editor_page/panels/simple_pages_menu.dart (NO_NODE_YET),,,2023-01-31T14:23:06.256561
48,384,valley,control,2,0,2023-01-31 14:24:15.689603,define,code/lib/views/editor_page/panels/simple_pages_menu.dart (shadow),code/lib/views/editor_page/panels/simple_pages_menu.dart (shadow),34:35-34:56,42:7-42:28,2023-01-31T14:24:15.689603
49,385,valley,control,2,0,2023-01-31 14:24:20.041801,define,code/lib/views/editor_page/panels/simple_pages_menu.dart (shadow),code/lib/commands/books/set_current_page_command.dart (NO_NODE_YET),42:74-42:95,6:6-6:27,2023-01-31T14:24:20.041801
51,386,valley,control,2,0,2023-01-31 14:24:51.379611,tree,,code/lib/_utils/string_utils.dart (NO_NODE_YET),,,2023-01-31T14:24:51.379611
53,387,valley,control,2,0,2023-01-31 14:25:08.149733,tree,,code/lib/_spikes/popup_menu_spike/popup_panel_spike.dart (NO_NODE_YET),,,2023-01-31T14:25:08.149733
55,388,valley,control,2,0,2023-01-31 14:25:33.781899,tree,,code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),,,2023-01-31T14:25:33.781899
57,389,valley,control,2,0,2023-01-31 14:25:36.981063,define,code/lib/commands/books/delete_page_command.dart (mochi),code/lib/commands/books/delete_page_command.dart (mochi),10:6-10:23,10:6-10:23,2023-01-31T14:25:36.981063
58,390,valley,control,2,0,2023-01-31 14:25:45.289835,reference,code/lib/commands/books/delete_page_command.dart (mochi),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),10:6-10:23,129:33-129:50,2023-01-31T14:25:45.289835
60,391,valley,control,2,0,2023-01-31 14:26:00.029463,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),129:7-129:27,129:7-129:27,2023-01-31T14:26:00.029463
61,392,valley,control,2,0,2023-01-31 14:26:05.562901,reference,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),129:7-129:27,122:55-122:75,2023-01-31T14:26:05.562901
62,393,valley,control,2,0,2023-01-31 14:26:10.018943,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),,122:0-122:77,2023-01-31T14:26:10.018943
63,394,valley,control,2,0,2023-01-31 14:26:13.030744,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),,129:0-129:71,2023-01-31T14:26:13.030744
64,395,valley,control,2,0,2023-01-31 14:26:26.664160,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (trapezoid),code/lib/commands/books/delete_page_command.dart (mochi),129:33-129:50,10:6-10:23,2023-01-31T14:26:26.664160
66,396,valley,control,2,0,2023-01-31 14:27:50.034237,mark,,code/lib/commands/books/delete_page_command.dart (mochi),,33:0-33:68,2023-01-31T14:27:50.034237
67,397,valley,control,2,0,2023-01-31 14:28:09.284222,define,code/lib/commands/books/delete_page_command.dart (mochi),code/lib/commands/books/update_page_count_command.dart (NO_NODE_YET),49:8-49:30,8:6-8:28,2023-01-31T14:28:09.284222
69,398,valley,control,2,0,2023-01-31 14:28:31.089472,define,code/lib/commands/books/update_page_count_command.dart (skipjack),code/lib/commands/books/update_book_modified_command.dart (NO_NODE_YET),20:6-20:31,6:6-6:31,2023-01-31T14:28:31.089472
71,107,valley,control,2,0,2023-01-31 14:28:37.747844,UI,,/views/editor_page/panels/simple_pages_menu.dart,,,2023-01-31T14:28:37.747844
72,399,valley,control,2,0,2023-01-31 14:28:41.402018,define,code/lib/views/editor_page/panels/simple_pages_menu.dart (shadow),code/lib/commands/books/set_current_page_command.dart (aerie),42:74-42:95,6:6-6:27,2023-01-31T14:28:41.402018
74,400,valley,control,2,0,2023-01-31 14:29:51.349006,reference,code/lib/commands/books/set_current_page_command.dart (aerie),code/lib/views/editor_page/panels/simple_pages_menu.dart (shadow),6:6-6:27,42:74-42:95,2023-01-31T14:29:51.349006
76,110,valley,control,2,0,2023-01-31 14:30:04.654310,UI,,/commands/books/delete_page_command.dart,,,2023-01-31T14:30:04.654310
77,401,valley,control,2,0,2023-01-31 14:30:41.914885,define,code/lib/commands/books/delete_page_command.dart (mochi),code/lib/commands/commands.dart (NO_NODE_YET),27:28-27:38,30:17-30:27,2023-01-31T14:30:41.914885
79,402,valley,control,2,0,2023-01-31 14:30:45.640320,define,code/lib/commands/commands.dart (moustache),code/lib/models/books_model.dart (coelurus),30:2-30:12,5:6-5:16,2023-01-31T14:30:45.640320
81,403,valley,control,2,1,2023-01-31 14:31:02.852458,tree,,code/lib/commands/books/delete_page_command.dart (mochi),,,2023-01-31T14:31:02.852458
83,404,valley,control,2,1,2023-01-31 14:32:58.905228,mark,,code/lib/commands/books/delete_page_command.dart (mochi),,28:0-28:71,2023-01-31T14:32:58.905228
84,405,valley,control,2,1,2023-01-31 14:33:03.146202,mark,,code/lib/commands/books/delete_page_command.dart (mochi),,30:0-30:49,2023-01-31T14:33:03.146202
85,406,valley,control,2,1,2023-01-31 14:33:06.329213,mark,,code/lib/commands/books/delete_page_command.dart (mochi),,32:0-32:39,2023-01-31T14:33:06.329213
86,407,valley,control,2,1,2023-01-31 14:33:09.545479,mark,,code/lib/commands/books/delete_page_command.dart (mochi),,33:0-33:68,2023-01-31T14:33:09.545479
87,408,valley,control,3,0,2023-01-31 14:37:22.351437,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2023-01-31T14:37:22.351437
89,409,valley,control,3,0,2023-01-31 14:37:41.316124,tree,,code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),,,2023-01-31T14:37:41.316124
91,410,valley,control,3,0,2023-01-31 14:37:49.788726,define,code/lib/services/firebase/firebase_service.dart (paradox),code/lib/services/firebase/firebase_service.dart (paradox),27:30-27:39,24:18-24:27,2023-01-31T14:37:49.788726
92,411,valley,control,3,0,2023-01-31 14:38:07.127572,define,code/lib/services/firebase/firebase_service.dart (paradox),code/lib/_utils/device_info.dart (NO_NODE_YET),24:40-24:53,20:18-20:31,2023-01-31T14:38:07.127572
94,412,valley,control,3,0,2023-01-31 14:38:14.168089,reference,code/lib/_utils/device_info.dart (meadowlark),code/lib/services/firebase/firebase_service.dart (paradox),20:18-20:31,24:40-24:53,2023-01-31T14:38:14.168089
96,413,valley,control,3,0,2023-01-31 14:38:20.684534,mark,,code/lib/services/firebase/firebase_service.dart (paradox),,24:1-24:54,2023-01-31T14:38:20.684534
97,414,valley,control,3,0,2023-01-31 14:38:26.060975,mark,,code/lib/services/firebase/firebase_service.dart (paradox),,27:5-32:12,2023-01-31T14:38:26.060975
98,415,valley,control,3,0,2023-01-31 14:38:32.108913,define,code/lib/services/firebase/firebase_service.dart (paradox),code/lib/_utils/device_info.dart (meadowlark),24:40-24:53,20:18-20:31,2023-01-31T14:38:32.108913
100,416,valley,control,3,0,2023-01-31 14:38:35.081288,mark,,code/lib/_utils/device_info.dart (meadowlark),,20:0-20:53,2023-01-31T14:38:35.081288
101,417,valley,control,3,0,2023-01-31 14:38:39.340478,mark,,code/lib/_utils/device_info.dart (meadowlark),,18:0-18:49,2023-01-31T14:38:39.340478
102,418,valley,control,3,0,2023-01-31 14:38:42.326298,mark,,code/lib/_utils/device_info.dart (meadowlark),,16:0-16:29,2023-01-31T14:38:42.326298
103,419,valley,control,3,0,2023-01-31 14:39:01.239201,mark,,code/lib/_utils/device_info.dart (meadowlark),,9:0-10:54,2023-01-31T14:39:01.239201
104,420,valley,control,3,1,2023-01-31 14:39:55.166051,define,code/lib/_utils/device_info.dart (meadowlark),code/lib/_utils/device_info.dart (meadowlark),20:18-20:31,20:18-20:31,2023-01-31T14:39:55.166051
105,421,valley,control,3,1,2023-01-31 14:39:58.611314,reference,code/lib/_utils/device_info.dart (meadowlark),code/lib/services/firebase/firebase_service.dart (paradox),20:18-20:31,24:40-24:53,2023-01-31T14:39:58.611314
107,422,valley,control,3,1,2023-01-31 14:40:08.080595,tree,,code/lib/services/firebase/firebase_service_native.dart (mine),,,2023-01-31T14:40:08.080595
109,423,valley,control,3,1,2023-01-31 14:40:48.670537,mark,,code/lib/services/firebase/firebase_service_native.dart (mine),,80:0-80:85,2023-01-31T14:40:48.670537
110,424,valley,control,3,1,2023-01-31 14:41:14.892412,tree,,code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),,,2023-01-31T14:41:14.892412
112,425,valley,control,3,1,2023-01-31 14:41:23.841221,mark,,code/lib/services/firebase/firebase_service_firedart.dart (acoustic),,107:0-107:93,2023-01-31T14:41:23.841221
2,427,aqua,control,1,0,2022-08-14 13:56:42.418839,define,code/lib/commands/app/copy_share_link_command.dart (wool),code/lib/commands/app/copy_share_link_command.dart (wool),10:6-10:26,10:6-10:26,2022-08-14T13:56:42.418839
3,428,aqua,control,1,0,2022-08-14 13:57:07.227420,reference,code/lib/commands/app/copy_share_link_command.dart (wool),code/lib/styled_widgets/buttons/styled_share_btn.dart (NO_NODE_YET),10:6-10:26,22:6-22:26,2022-08-14T13:57:07.227420
5,429,aqua,control,1,0,2022-08-14 13:57:14.869539,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (scratched),,19:4-23:5,2022-08-14T13:57:14.869539
6,430,aqua,control,1,0,2022-08-14 13:57:29.918425,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (scratched),code/lib/commands/app/copy_share_link_command.dart (wool),22:6-22:26,10:6-10:26,2022-08-14T13:57:29.918425
8,431,aqua,control,1,0,2022-08-14 13:57:37.262454,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,10:0-10:26,2022-08-14T13:57:37.262454
9,432,aqua,control,1,0,2022-08-14 13:57:46.891642,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,14:2-14:51,2022-08-14T13:57:46.891642
10,433,aqua,control,1,0,2022-08-14 13:57:51.351442,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,16:4-21:23,2022-08-14T13:57:51.351442
11,434,aqua,control,1,0,2022-08-14 13:58:05.664084,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,26:6-26:50,2022-08-14T13:58:05.664084
12,435,aqua,control,1,0,2022-08-14 13:58:13.696159,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,31:36-31:54,2022-08-14T13:58:13.696159
13,436,aqua,control,1,1,2022-08-14 13:59:05.373145,mark,,code/lib/commands/app/copy_share_link_command.dart (wool),,18:10-18:42,2022-08-14T13:59:05.373145
14,437,aqua,control,1,1,2022-08-14 13:59:30.826229,define,code/lib/commands/app/copy_share_link_command.dart (wool),code/lib/routing/app_link.dart (NO_NODE_YET),21:10-21:20,47:9-47:19,2022-08-14T13:59:30.826229
16,361,aqua,control,1,1,2022-08-14 14:00:03.815344,UI,,/commands/app/copy_share_link_command.dart,,,2022-08-14T14:00:03.815344
17,362,aqua,control,1,1,2022-08-14 14:00:08.314662,UI,,/routing/app_link.dart,,,2022-08-14T14:00:08.314662
18,438,aqua,control,1,1,2022-08-14 14:00:46.543418,mark,,code/lib/routing/app_link.dart (gem),,53:4-53:63,2022-08-14T14:00:46.543418
19,439,aqua,control,1,1,2022-08-14 14:00:50.804280,mark,,code/lib/routing/app_link.dart (gem),,19:4-19:31,2022-08-14T14:00:50.804280
20,440,aqua,control,1,1,2022-08-14 14:00:53.256568,mark,,code/lib/routing/app_link.dart (gem),,20:4-20:40,2022-08-14T14:00:53.256568
21,441,aqua,control,2,0,2022-08-14 14:01:45.638356,tree,,code/lib/commands/books/delete_book_command.dart (NO_NODE_YET),,,2022-08-14T14:01:45.638356
23,442,aqua,control,2,0,2022-08-14 14:02:03.492693,reference,code/lib/commands/books/delete_book_command.dart (air),code/lib/styled_widgets/context_menus/book_context_menu.dart (NO_NODE_YET),6:6-6:23,24:4-24:21,2022-08-14T14:02:03.492693
25,443,aqua,control,2,0,2022-08-14 14:02:22.125215,reference,code/lib/styled_widgets/context_menus/book_context_menu.dart (candle),code/lib/styled_widgets/context_menus/book_context_menu.dart (candle),23:7-23:27,59:58-59:78,2022-08-14T14:02:22.125215
26,444,aqua,control,2,0,2022-08-14 14:02:29.144714,mark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (candle),,59:11-59:82,2022-08-14T14:02:29.144714
27,445,aqua,control,2,0,2022-08-14 14:02:33.788926,mark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (candle),,24:4-24:41,2022-08-14T14:02:33.788926
28,446,aqua,control,2,0,2022-08-14 14:02:36.112838,define,code/lib/styled_widgets/context_menus/book_context_menu.dart (candle),code/lib/commands/books/delete_book_command.dart (air),24:4-24:21,6:6-6:23,2022-08-14T14:02:36.112838
30,447,aqua,control,2,0,2022-08-14 14:03:02.827771,mark,,code/lib/commands/books/delete_book_command.dart (air),,9:9-9:37,2022-08-14T14:03:02.827771
31,448,aqua,control,2,0,2022-08-14 14:03:11.519910,mark,,code/lib/commands/books/delete_book_command.dart (air),,20:6-22:32,2022-08-14T14:03:11.519910
32,449,aqua,control,2,0,2022-08-14 14:04:31.511133,tree,,code/lib/models/books_model.dart (NO_NODE_YET),,,2022-08-14T14:04:31.511133
34,367,aqua,control,2,0,2022-08-14 14:05:05.855640,UI,,/commands/books/delete_book_command.dart,,,2022-08-14T14:05:05.855640
35,368,aqua,control,2,0,2022-08-14 14:05:10.954796,UI,,/models/books_model.dart,,,2022-08-14T14:05:10.954796
36,450,aqua,control,2,0,2022-08-14 14:05:27.295395,mark,,code/lib/models/books_model.dart (lineup),,18:8-18:40,2022-08-14T14:05:27.295395
37,451,aqua,control,2,0,2022-08-14 14:05:30.371581,mark,,code/lib/models/books_model.dart (lineup),,21:8-21:59,2022-08-14T14:05:30.371581
38,452,aqua,control,2,0,2022-08-14 14:06:30.652041,reference,code/lib/models/books_model.dart (lineup),code/lib/models/books_model.dart (lineup),21:41-21:52,41:6-41:17,2022-08-14T14:06:30.652041
39,453,aqua,control,2,0,2022-08-14 14:06:48.496175,mark,,code/lib/models/books_model.dart (lineup),,42:4-42:39,2022-08-14T14:06:48.496175
40,454,aqua,control,2,0,2022-08-14 14:07:01.056728,define,code/lib/models/books_model.dart (lineup),code/lib/models/books_model.dart (lineup),42:17-42:29,37:17-37:29,2022-08-14T14:07:01.056728
41,455,aqua,control,2,0,2022-08-14 14:07:16.075164,reference,code/lib/models/books_model.dart (lineup),code/lib/models/books_model.dart (lineup),37:17-37:29,40:36-40:48,2022-08-14T14:07:16.075164
42,456,aqua,control,2,0,2022-08-14 14:08:57.495844,tree,,code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),,,2022-08-14T14:08:57.495844
44,457,aqua,control,2,0,2022-08-14 14:09:10.196356,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,10:6-10:23,2022-08-14T14:09:10.196356
45,458,aqua,control,2,0,2022-08-14 14:09:23.057278,reference,code/lib/commands/books/delete_page_command.dart (ionian),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (NO_NODE_YET),10:6-10:23,129:33-129:50,2022-08-14T14:09:23.057278
47,371,aqua,control,2,0,2022-08-14 14:09:34.442364,UI,,/commands/books/delete_page_command.dart,,,2022-08-14T14:09:34.442364
48,459,aqua,control,2,0,2022-08-14 14:09:39.663008,reference,code/lib/commands/books/delete_page_command.dart (ionian),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),10:6-10:23,129:33-129:50,2022-08-14T14:09:39.663008
50,460,aqua,control,2,0,2022-08-14 14:09:52.407220,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),,129:33-129:70,2022-08-14T14:09:52.407220
51,461,aqua,control,2,0,2022-08-14 14:10:02.094141,reference,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),129:7-129:27,122:55-122:75,2022-08-14T14:10:02.094141
52,462,aqua,control,2,0,2022-08-14 14:10:05.946036,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),,122:10-122:77,2022-08-14T14:10:05.946036
53,463,aqua,control,2,0,2022-08-14 14:10:17.376438,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (pitcher),code/lib/commands/books/delete_page_command.dart (ionian),129:33-129:50,10:6-10:23,2022-08-14T14:10:17.376438
55,464,aqua,control,2,0,2022-08-14 14:10:24.534877,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,13:9-13:37,2022-08-14T14:10:24.534877
56,465,aqua,control,2,0,2022-08-14 14:10:29.284919,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,25:4-25:19,2022-08-14T14:10:29.284919
57,466,aqua,control,2,0,2022-08-14 14:10:54.874850,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,26:6-26:90,2022-08-14T14:10:54.874850
58,467,aqua,control,2,0,2022-08-14 14:10:58.047496,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,30:6-30:49,2022-08-14T14:10:58.047496
59,468,aqua,control,2,0,2022-08-14 14:11:37.378922,mark,,code/lib/commands/books/delete_page_command.dart (ionian),,33:8-33:68,2022-08-14T14:11:37.378922
