,index,user,group,task,phase,time,type,sourcePath,targetPath,sourceRange,targetRange,time_dup
25,1413,holiday,canvas,1,0,2022-04-17 11:21:24.926780,hide,,code/lib/routing/app_router.dart (wool),,,2022-04-17T11:21:24.926780
26,1414,holiday,canvas,1,0,2022-04-17 11:21:26.580861,hide,,code/lib/styled_widgets/book_cover_image.dart (crowberry),,,2022-04-17T11:21:26.580861
27,1415,holiday,canvas,1,0,2022-04-17 11:21:28.520786,move-node,,code/lib/views/home_page/home_page.dart (silicon),,,2022-04-17T11:21:28.520786
29,1417,holiday,canvas,1,0,2022-04-17 11:21:30.640926,hide,,code/lib/views/editor_page/editor_page.dart (bergamot),,,2022-04-17T11:21:30.640926
31,1419,holiday,canvas,1,0,2022-04-17 11:21:34.893382,hide,,code/lib/routing/app_link.dart (sticky),,,2022-04-17T11:21:34.893382
32,1420,holiday,canvas,1,0,2022-04-17 11:21:38.033149,hide,,code/lib/commands/app/authenticate_user_command.dart (airmail),,,2022-04-17T11:21:38.033149
33,1421,holiday,canvas,1,0,2022-04-17 11:21:39.493254,hide,,code/lib/data/app_user.dart (coelurus),,,2022-04-17T11:21:39.493254
34,1422,holiday,canvas,1,0,2022-04-17 11:21:54.741258,tree,,code/lib/views/home_page/home_page.dart (silicon),,,2022-04-17T11:21:54.741258
36,1424,holiday,canvas,1,0,2022-04-17 11:22:42.933138,tree,,code/lib/styled_widgets/buttons/styled_share_btn.dart (NO_NODE_YET),,,2022-04-17T11:22:42.933138
37,1425,holiday,canvas,1,0,2022-04-17 11:22:47.152878,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),8:6-8:21,8:6-8:21,2022-04-17T11:22:47.152878
38,1426,holiday,canvas,1,0,2022-04-17 11:23:53.353708,reference,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/views/home_page/book_cover/book_cover_large.dart (NO_NODE_YET),8:6-8:21,84:20-84:35,2022-04-17T11:23:53.353708
39,1427,holiday,canvas,1,0,2022-04-17 11:23:56.892431,mark,,code/lib/views/home_page/home_page.dart (silicon),,70:12-73:4,2022-04-17T11:23:56.892431
40,1428,holiday,canvas,1,0,2022-04-17 11:23:58.686808,unmark,,code/lib/views/home_page/home_page.dart (silicon),,70:12-73:4,2022-04-17T11:23:58.686808
41,1429,holiday,canvas,1,0,2022-04-17 11:24:02.860952,move-node,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,,2022-04-17T11:24:02.860952
42,1430,holiday,canvas,1,0,2022-04-17 11:24:25.753123,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,36:23-36:42,2022-04-17T11:24:25.753123
43,1431,holiday,canvas,1,0,2022-04-17 11:24:28.480660,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),36:23-36:42,19:9-19:28,2022-04-17T11:24:28.480660
44,1432,holiday,canvas,1,0,2022-04-17 11:24:33.080390,move-node,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,,2022-04-17T11:24:33.080390
45,1433,holiday,canvas,1,0,2022-04-17 11:24:43.693134,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,22:6-22:50,2022-04-17T11:24:43.693134
46,1434,holiday,canvas,1,1,2022-04-17 11:25:43.700724,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/commands/app/copy_share_link_command.dart (NO_NODE_YET),22:6-22:26,10:6-10:26,2022-04-17T11:25:43.700724
47,1435,holiday,canvas,1,1,2022-04-17 11:26:21.681009,mark,,code/lib/commands/app/copy_share_link_command.dart (mantis),,17:8-21:9,2022-04-17T11:26:21.681009
48,1436,holiday,canvas,1,1,2022-04-17 11:26:34.192996,unmark,,code/lib/commands/app/copy_share_link_command.dart (mantis),,17:8-21:9,2022-04-17T11:26:34.192996
49,1437,holiday,canvas,1,1,2022-04-17 11:26:36.901163,define,code/lib/commands/app/copy_share_link_command.dart (mantis),code/lib/routing/app_link.dart (sticky),17:8-17:15,13:2-13:2,2022-04-17T11:26:36.901163
51,1439,holiday,canvas,1,1,2022-04-17 11:26:51.353513,move-node,,code/lib/commands/app/copy_share_link_command.dart (mantis),,,2022-04-17T11:26:51.353513
52,1440,holiday,canvas,1,1,2022-04-17 11:26:54.852678,hide,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,,2022-04-17T11:26:54.852678
53,1441,holiday,canvas,1,1,2022-04-17 11:26:57.349633,hide,,code/lib/views/home_page/book_cover/book_cover_large.dart (celsius),,,2022-04-17T11:26:57.349633
54,1442,holiday,canvas,1,1,2022-04-17 11:30:17.589033,mark,,code/lib/routing/app_link.dart (sticky),,20:5-21:13,2022-04-17T11:30:17.589033
55,1443,holiday,canvas,1,1,2022-04-17 11:30:20.672799,unmark,,code/lib/routing/app_link.dart (sticky),,20:5-21:13,2022-04-17T11:30:20.672799
56,1444,holiday,canvas,1,1,2022-04-17 11:30:23.240805,mark,,code/lib/routing/app_link.dart (sticky),,20:4-21:13,2022-04-17T11:30:23.240805
57,1445,holiday,canvas,2,0,2022-04-17 11:31:27.253369,hide,,code/lib/commands/app/copy_share_link_command.dart (mantis),,,2022-04-17T11:31:27.253369
58,1446,holiday,canvas,2,0,2022-04-17 11:31:29.276548,hide,,code/lib/routing/app_link.dart (sticky),,,2022-04-17T11:31:29.276548
59,1447,holiday,canvas,2,0,2022-04-17 11:31:38.961534,move-node,,code/lib/views/home_page/home_page.dart (silicon),,,2022-04-17T11:31:38.961534
60,1448,holiday,canvas,2,0,2022-04-17 11:31:57.312708,tree,,code/lib/styled_widgets/context_menus/book_context_menu.dart (NO_NODE_YET),,,2022-04-17T11:31:57.312708
61,1449,holiday,canvas,2,0,2022-04-17 11:38:46.801260,tree,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,,2022-04-17T11:38:46.801260
63,1451,holiday,canvas,2,0,2022-04-17 11:38:55.013399,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,36:23-36:42,2022-04-17T11:38:55.013399
64,1452,holiday,canvas,2,0,2022-04-17 11:38:58.480275,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,22:5-22:50,2022-04-17T11:38:58.480275
65,1453,holiday,canvas,2,0,2022-04-17 11:39:16.529701,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/commands/app/copy_share_link_command.dart (mantis),22:6-22:26,10:6-10:26,2022-04-17T11:39:16.529701
67,1455,holiday,canvas,2,1,2022-04-17 11:41:58.612984,tree,,code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),,,2022-04-17T11:41:58.612984
68,1456,holiday,canvas,2,1,2022-04-17 11:43:14.273548,move-node,,code/lib/commands/books/delete_page_command.dart (zinc),,,2022-04-17T11:43:14.273548
70,1458,holiday,canvas,2,1,2022-04-17 11:43:16.160880,move-node,,code/lib/commands/books/delete_page_command.dart (zinc),,,2022-04-17T11:43:16.160880
71,1459,holiday,canvas,2,1,2022-04-17 11:43:17.749976,hide,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,,2022-04-17T11:43:17.749976
72,1460,holiday,canvas,2,1,2022-04-17 11:43:19.281316,move-node,,code/lib/commands/books/delete_page_command.dart (zinc),,,2022-04-17T11:43:19.281316
73,1461,holiday,canvas,2,1,2022-04-17 11:44:09.041231,reference,code/lib/commands/books/delete_page_command.dart (zinc),code/lib/commands/books/delete_page_command.dart (zinc),32:28-32:36,28:11-28:19,2022-04-17T11:44:09.041231
74,1462,holiday,canvas,2,1,2022-04-17 11:44:20.833218,mark,,code/lib/commands/books/delete_page_command.dart (zinc),,28:6-28:71,2022-04-17T11:44:20.833218
75,1463,holiday,canvas,2,1,2022-04-17 11:44:24.188631,mark,,code/lib/commands/books/delete_page_command.dart (zinc),,30:6-30:49,2022-04-17T11:44:24.188631
76,1464,holiday,canvas,3,0,2022-04-17 11:46:29.213025,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2022-04-17T11:46:29.213025
77,1465,holiday,canvas,3,0,2022-04-17 11:46:54.130103,reference,code/lib/services/firebase/firebase_service_native.dart (attraction),code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),9:6-9:27,28:10-28:31,2022-04-17T11:46:54.130103
78,1466,holiday,canvas,3,0,2022-04-17 11:47:11.905449,mark,,code/lib/services/firebase/firebase_service.dart (august),,24:2-24:54,2022-04-17T11:47:11.905449
79,1467,holiday,canvas,3,0,2022-04-17 11:47:25.012939,mark,,code/lib/services/firebase/firebase_service.dart (august),,28:10-32:12,2022-04-17T11:47:25.012939
80,1468,holiday,canvas,3,0,2022-04-17 11:47:43.041069,define,code/lib/services/firebase/firebase_service.dart (august),code/lib/_utils/device_info.dart (NO_NODE_YET),24:40-24:53,20:18-20:31,2022-04-17T11:47:43.041069
81,1469,holiday,canvas,3,1,2022-04-17 11:50:44.729125,define,code/lib/services/firebase/firebase_service.dart (august),code/lib/services/firebase/firebase_service_native.dart (attraction),28:10-28:31,9:6-9:27,2022-04-17T11:50:44.729125
82,1470,holiday,canvas,3,1,2022-04-17 11:51:10.980920,mark,,code/lib/services/firebase/firebase_service_native.dart (attraction),,75:1-75:69,2022-04-17T11:51:10.980920
83,1471,holiday,canvas,3,1,2022-04-17 11:51:23.120825,define,code/lib/services/firebase/firebase_service.dart (august),code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),29:10-29:29,10:2-10:2,2022-04-17T11:51:23.120825
84,1472,holiday,canvas,3,1,2022-04-17 11:51:37.941330,move-node,,code/lib/services/firebase/firebase_service_native.dart (attraction),,,2022-04-17T11:51:37.941330
85,1473,holiday,canvas,3,1,2022-04-17 11:52:00.848984,mark,,code/lib/services/firebase/firebase_service_firedart.dart (magic),,102:2-102:69,2022-04-17T11:52:00.848984
86,1474,holiday,canvas,3,1,2022-04-17 11:52:05.461309,move-node,,code/lib/services/firebase/firebase_service_native.dart (attraction),,,2022-04-17T11:52:05.461309
87,1475,holiday,canvas,3,1,2022-04-17 11:52:12.260834,move-node,,code/lib/services/firebase/firebase_service_native.dart (attraction),,,2022-04-17T11:52:12.260834
88,1476,holiday,canvas,3,1,2022-04-17 11:52:14.672286,move-node,,code/lib/services/firebase/firebase_service_native.dart (attraction),,,2022-04-17T11:52:14.672286
89,1477,holiday,canvas,3,1,2022-04-17 11:52:18.061226,move-node,,code/lib/services/firebase/firebase_service_native.dart (attraction),,,2022-04-17T11:52:18.061226
90,1478,holiday,canvas,3,1,2022-04-17 11:52:22.401069,unmark,,code/lib/services/firebase/firebase_service_native.dart (attraction),,75:1-75:69,2022-04-17T11:52:22.401069
92,1480,holiday,canvas,3,1,2022-04-17 11:52:36.481090,mark,,code/lib/services/firebase/firebase_service_native.dart (attraction),,79:5-79:46,2022-04-17T11:52:36.481090
93,1481,holiday,canvas,3,1,2022-04-17 11:52:37.852660,mark,,code/lib/services/firebase/firebase_service_native.dart (attraction),,81:4-81:30,2022-04-17T11:52:37.852660
94,1482,holiday,canvas,3,1,2022-04-17 11:53:05.474883,mark,,code/lib/services/firebase/firebase_service_firedart.dart (magic),,106:6-106:54,2022-04-17T11:53:05.474883
95,1483,holiday,canvas,3,1,2022-04-17 11:53:07.332326,mark,,code/lib/services/firebase/firebase_service_firedart.dart (magic),,108:5-108:38,2022-04-17T11:53:07.332326
96,1484,holiday,canvas,3,1,2022-04-17 11:53:19.172807,mark,,code/lib/services/firebase/firebase_service_firedart.dart (magic),,107:80-107:86,2022-04-17T11:53:19.172807
97,1485,holiday,canvas,3,1,2022-04-17 11:53:21.252977,mark,,code/lib/services/firebase/firebase_service_native.dart (attraction),,80:75-80:78,2022-04-17T11:53:21.252977
1,1487,noon,canvas,1,0,2022-04-15 23:43:34.923641,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:43:34.923641
2,1488,noon,canvas,1,0,2022-04-15 23:43:45.632080,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:43:45.632080
3,1489,noon,canvas,1,0,2022-04-15 23:43:46.754265,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:43:46.754265
4,1490,noon,canvas,1,0,2022-04-15 23:43:52.535402,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:43:52.535402
5,1491,noon,canvas,1,0,2022-04-15 23:44:29.152511,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:44:29.152511
6,1492,noon,canvas,1,0,2022-04-15 23:46:06.556265,reference,code/lib/commands/app/copy_share_link_command.dart (cement),code/lib/styled_widgets/context_menus/book_context_menu.dart (NO_NODE_YET),14:15-14:18,21:55-21:58,2022-04-15T23:46:06.556265
7,1493,noon,canvas,1,0,2022-04-15 23:47:14.820512,mark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,45:10-50:12,2022-04-15T23:47:14.820512
8,1494,noon,canvas,1,0,2022-04-15 23:47:26.863632,mark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,21:3-21:18,2022-04-15T23:47:26.863632
9,1495,noon,canvas,1,0,2022-04-15 23:47:31.128540,unmark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,21:3-21:18,2022-04-15T23:47:31.128540
10,1496,noon,canvas,1,0,2022-04-15 23:47:34.415045,mark,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,21:2-21:83,2022-04-15T23:47:34.415045
11,1497,noon,canvas,1,1,2022-04-15 23:48:15.213128,define,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),code/lib/commands/app/copy_share_link_command.dart (cement),21:55-21:58,14:15-14:18,2022-04-15T23:48:15.213128
12,1498,noon,canvas,1,1,2022-04-15 23:48:23.867855,move-node,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:48:23.867855
13,1499,noon,canvas,1,1,2022-04-15 23:48:28.755676,move-node,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,,2022-04-15T23:48:28.755676
14,1500,noon,canvas,1,1,2022-04-15 23:48:32.079319,hide,,code/lib/data/app_user.dart (coelurus),,,2022-04-15T23:48:32.079319
15,1501,noon,canvas,1,1,2022-04-15 23:48:37.900031,hide,,code/lib/commands/app/authenticate_user_command.dart (airmail),,,2022-04-15T23:48:37.900031
16,1502,noon,canvas,1,1,2022-04-15 23:48:41.615852,move-node,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,,2022-04-15T23:48:41.615852
17,1503,noon,canvas,1,1,2022-04-15 23:49:16.870381,mark,,code/lib/commands/app/copy_share_link_command.dart (cement),,18:10-18:42,2022-04-15T23:49:16.870381
18,1504,noon,canvas,1,1,2022-04-15 23:49:39.864514,define,code/lib/commands/app/copy_share_link_command.dart (cement),code/lib/commands/commands.dart (NO_NODE_YET),18:16-18:24,29:15-29:23,2022-04-15T23:49:39.864514
19,1505,noon,canvas,1,1,2022-04-15 23:49:43.468622,define,code/lib/commands/commands.dart (sepia),code/lib/models/app_model.dart (NO_NODE_YET),29:2-29:10,17:6-17:14,2022-04-15T23:49:43.468622
20,1506,noon,canvas,1,1,2022-04-15 23:50:02.768275,move-node,,code/lib/commands/commands.dart (sepia),,,2022-04-15T23:50:02.768275
21,1507,noon,canvas,2,0,2022-04-15 23:50:19.609628,hide,,code/lib/commands/commands.dart (sepia),,,2022-04-15T23:50:19.609628
22,1508,noon,canvas,2,0,2022-04-15 23:50:58.152960,hide,,code/lib/commands/app/copy_share_link_command.dart (cement),,,2022-04-15T23:50:58.152960
23,1509,noon,canvas,2,0,2022-04-15 23:51:27.981359,tree,,code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),,,2022-04-15T23:51:27.981359
24,1510,noon,canvas,2,0,2022-04-15 23:51:30.810723,move-node,,code/lib/commands/books/delete_page_command.dart (gem),,,2022-04-15T23:51:30.810723
25,1511,noon,canvas,2,0,2022-04-15 23:52:43.649907,tree,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (NO_NODE_YET),,,2022-04-15T23:52:43.649907
26,1512,noon,canvas,2,0,2022-04-15 23:52:48.427842,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,71:0-86:24,2022-04-15T23:52:48.427842
27,1513,noon,canvas,2,0,2022-04-15 23:52:50.110955,unmark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,71:0-86:24,2022-04-15T23:52:50.110955
28,1514,noon,canvas,2,0,2022-04-15 23:53:13.313273,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,118:4-125:26,2022-04-15T23:53:13.313273
30,1516,noon,canvas,2,0,2022-04-15 23:53:16.494695,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,122:10-122:77,2022-04-15T23:53:16.494695
31,1517,noon,canvas,2,0,2022-04-15 23:53:19.979236,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,129:2-129:70,2022-04-15T23:53:19.979236
32,1518,noon,canvas,2,0,2022-04-15 23:53:25.254345,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),code/lib/commands/books/delete_page_command.dart (gem),129:33-129:50,10:6-10:23,2022-04-15T23:53:25.254345
33,1519,noon,canvas,2,0,2022-04-15 23:54:20.446517,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),code/lib/commands/books/delete_page_command.dart (gem),129:53-129:56,11:15-11:18,2022-04-15T23:54:20.446517
34,1520,noon,canvas,2,0,2022-04-15 23:54:26.647504,move-node,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,,2022-04-15T23:54:26.647504
35,1521,noon,canvas,2,1,2022-04-16 00:00:44.803832,define,code/lib/commands/books/delete_page_command.dart (gem),code/lib/models/books_model.dart (NO_NODE_YET),28:33-28:49,52:27-52:43,2022-04-16T00:00:44.803832
36,1522,noon,canvas,2,1,2022-04-16 00:02:44.820507,define,code/lib/commands/books/delete_page_command.dart (gem),code/lib/models/books_model.dart (kumquat),28:33-28:49,52:27-52:43,2022-04-16T00:02:44.820507
37,1523,noon,canvas,2,1,2022-04-16 00:02:52.027020,define,code/lib/models/books_model.dart (kumquat),code/lib/models/books_model.dart (kumquat),52:47-52:64,38:23-38:40,2022-04-16T00:02:52.027020
38,1524,noon,canvas,2,1,2022-04-16 00:07:44.521872,tree,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,,2022-04-16T00:07:44.521872
39,1525,noon,canvas,2,1,2022-04-16 00:08:41.034575,tree,,code/lib/views/editor_page/editor_page.dart (NO_NODE_YET),,,2022-04-16T00:08:41.034575
40,1526,noon,canvas,2,1,2022-04-16 00:11:58.730832,move-node,,code/lib/models/books_model.dart (kumquat),,,2022-04-16T00:11:58.730832
41,1527,noon,canvas,2,1,2022-04-16 00:12:01.863535,move-node,,code/lib/models/books_model.dart (kumquat),,,2022-04-16T00:12:01.863535
43,1529,noon,canvas,2,1,2022-04-16 00:12:28.669022,move-node,,code/lib/views/editor_page/editor_page.dart (melodic),,,2022-04-16T00:12:28.669022
45,1531,noon,canvas,2,1,2022-04-16 00:12:32.103629,move-node,,code/lib/views/editor_page/editor_page.dart (melodic),,,2022-04-16T00:12:32.103629
46,1532,noon,canvas,2,1,2022-04-16 00:20:36.802645,mark,,code/lib/commands/books/delete_page_command.dart (gem),,32:6-34:7,2022-04-16T00:20:36.802645
47,1533,noon,canvas,2,1,2022-04-16 00:24:59.345737,unmark,,code/lib/commands/books/delete_page_command.dart (gem),,32:6-34:7,2022-04-16T00:24:59.345737
48,1534,noon,canvas,2,1,2022-04-16 00:25:05.644482,mark,,code/lib/commands/books/delete_page_command.dart (gem),,27:6-34:7,2022-04-16T00:25:05.644482
49,1535,noon,canvas,3,0,2022-04-16 00:28:12.865948,hide,,code/lib/commands/books/delete_page_command.dart (gem),,,2022-04-16T00:28:12.865948
50,1536,noon,canvas,3,0,2022-04-16 00:28:16.114995,hide,,code/lib/styled_widgets/context_menus/book_context_menu.dart (crowberry),,,2022-04-16T00:28:16.114995
51,1537,noon,canvas,3,0,2022-04-16 00:28:18.979336,hide,,code/lib/views/editor_page/editor_page.dart (melodic),,,2022-04-16T00:28:18.979336
52,1538,noon,canvas,3,0,2022-04-16 00:28:20.674964,hide,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (abacus),,,2022-04-16T00:28:20.674964
53,1539,noon,canvas,3,0,2022-04-16 00:28:46.487620,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2022-04-16T00:28:46.487620
54,1540,noon,canvas,3,0,2022-04-16 00:29:25.959860,tree,,code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),,,2022-04-16T00:29:25.959860
55,1541,noon,canvas,3,0,2022-04-16 00:30:10.726537,define,code/lib/services/firebase/firebase_service.dart (attraction),code/lib/services/firebase/firebase_service.dart (attraction),161:4-161:13,260:15-260:24,2022-04-16T00:30:10.726537
56,1542,noon,canvas,3,0,2022-04-16 00:30:19.718943,tree,,code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),,,2022-04-16T00:30:19.718943
57,1543,noon,canvas,3,0,2022-04-16 00:30:54.408431,tree,,code/lib/services/firebase/firebase_service.dart (attraction),,,2022-04-16T00:30:54.408431
58,1544,noon,canvas,3,0,2022-04-16 00:30:59.443313,move-node,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,,2022-04-16T00:30:59.443313
59,1545,noon,canvas,3,0,2022-04-16 00:31:43.422296,mark,,code/lib/services/firebase/firebase_service.dart (attraction),,20:0-40:1,2022-04-16T00:31:43.422296
60,1546,noon,canvas,3,0,2022-04-16 00:33:09.821847,unmark,,code/lib/services/firebase/firebase_service.dart (attraction),,20:0-40:1,2022-04-16T00:33:09.821847
61,1547,noon,canvas,3,0,2022-04-16 00:33:14.225748,mark,,code/lib/services/firebase/firebase_service.dart (attraction),,23:2-39:3,2022-04-16T00:33:14.225748
62,1548,noon,canvas,3,1,2022-04-16 00:34:37.081489,tree,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,,2022-04-16T00:34:37.081489
63,1549,noon,canvas,3,1,2022-04-16 00:34:39.600909,move-node,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,,2022-04-16T00:34:39.600909
64,1550,noon,canvas,3,1,2022-04-16 00:34:59.115628,tree,,code/lib/services/firebase/firebase_service_native.dart (aerie),,,2022-04-16T00:34:59.115628
65,1551,noon,canvas,3,1,2022-04-16 00:35:09.474707,hide,,code/lib/services/firebase/firebase_service.dart (attraction),,,2022-04-16T00:35:09.474707
66,1552,noon,canvas,3,1,2022-04-16 00:35:14.300522,move-node,,code/lib/services/firebase/firebase_service_native.dart (aerie),,,2022-04-16T00:35:14.300522
67,1553,noon,canvas,3,1,2022-04-16 00:35:53.368367,mark,,code/lib/services/firebase/firebase_service_native.dart (aerie),,80:7-80:22,2022-04-16T00:35:53.368367
68,1554,noon,canvas,3,1,2022-04-16 00:35:54.580425,unmark,,code/lib/services/firebase/firebase_service_native.dart (aerie),,80:7-80:22,2022-04-16T00:35:54.580425
69,1555,noon,canvas,3,1,2022-04-16 00:36:11.786861,mark,,code/lib/services/firebase/firebase_service_native.dart (aerie),,80:6-80:85,2022-04-16T00:36:11.786861
70,1556,noon,canvas,3,1,2022-04-16 00:36:14.335901,mark,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,107:7-107:14,2022-04-16T00:36:14.335901
71,1557,noon,canvas,3,1,2022-04-16 00:36:15.501419,unmark,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,107:7-107:14,2022-04-16T00:36:15.501419
72,1558,noon,canvas,3,1,2022-04-16 00:36:21.805423,mark,,code/lib/services/firebase/firebase_service_firedart.dart (hubcap),,107:6-107:93,2022-04-16T00:36:21.805423
1,1560,north,control,1,0,2022-04-16 23:06:35.567266,mark,,code/lib/data/app_user.dart (coelurus),,9:2-10:134,2022-04-16T23:06:35.567266
2,1561,north,control,1,1,2022-04-16 23:15:45.907529,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (NO_NODE_YET),,,2022-04-16T23:15:45.907529
3,226,north,control,1,1,2022-04-16 23:15:52.904405,UI,,/commands/app/authenticate_user_command.dart,,,2022-04-16T23:15:52.904405
4,227,north,control,1,1,2022-04-16 23:15:53.973532,UI,,/data/app_user.dart,,,2022-04-16T23:15:53.973532
5,228,north,control,1,1,2022-04-16 23:15:58.133266,UI,,/commands/app/authenticate_user_command.dart,,,2022-04-16T23:15:58.133266
6,229,north,control,1,1,2022-04-16 23:16:00.667123,UI,,/data/app_user.dart,,,2022-04-16T23:16:00.667123
7,230,north,control,1,1,2022-04-16 23:16:05.961747,UI,,/commands/app/authenticate_user_command.dart,,,2022-04-16T23:16:05.961747
8,1562,north,control,1,1,2022-04-16 23:16:13.755897,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:13.755897
11,1565,north,control,1,1,2022-04-16 23:16:18.580048,tree,,code/lib/_spikes/optimized_drag_stack/optimized_drag_stack.dart (NO_NODE_YET),,,2022-04-16T23:16:18.580048
13,1566,north,control,1,1,2022-04-16 23:16:22.777779,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:22.777779
15,1568,north,control,1,1,2022-04-16 23:16:24.080139,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:24.080139
19,1572,north,control,1,1,2022-04-16 23:16:26.133137,tree,,code/lib/_spikes/popup_menu_spike/popup_panel_spike.dart (NO_NODE_YET),,,2022-04-16T23:16:26.133137
21,1573,north,control,1,1,2022-04-16 23:16:31.959926,hide,,code/lib/commands/app/authenticate_user_command.dart (airmail),,,2022-04-16T23:16:31.959926
23,1574,north,control,1,1,2022-04-16 23:16:33.436636,hide,,code/lib/_spikes/optimized_drag_stack/optimized_drag_stack.dart (silicon),,,2022-04-16T23:16:33.436636
25,1575,north,control,1,1,2022-04-16 23:16:34.890749,hide,,code/lib/_spikes/popup_menu_spike/popup_panel_spike.dart (sticky),,,2022-04-16T23:16:34.890749
27,1576,north,control,1,1,2022-04-16 23:16:36.043257,hide,,code/lib/data/app_user.dart (coelurus),,,2022-04-16T23:16:36.043257
28,1577,north,control,1,1,2022-04-16 23:16:37.690416,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:37.690416
30,1579,north,control,1,1,2022-04-16 23:16:39.726827,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:39.726827
34,1582,north,control,1,1,2022-04-16 23:16:40.954293,tree,,code/lib/_spikes/optimized_drag_stack/optimized_drag_stack.dart (silicon),,,2022-04-16T23:16:40.954293
36,1583,north,control,1,1,2022-04-16 23:16:43.003924,tree,,code/lib/_spikes/optimized_drag_stack/my_movable_box.dart (bergamot),,,2022-04-16T23:16:43.003924
38,1585,north,control,1,1,2022-04-16 23:16:45.548652,tree,,code/lib/_spikes/popup_menu_spike/popup_panel_spike.dart (sticky),,,2022-04-16T23:16:45.548652
40,1586,north,control,1,1,2022-04-16 23:16:45.775481,tree,,code/lib/_spikes/popup_menu_spike/popup_panel_spike.dart (sticky),,,2022-04-16T23:16:45.775481
